gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService_flag,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,ServiceCount,tenure group,ChurnProbability,RevenueAtRisk,RetentionSegment,RecommendedAction
Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1380.4,No,1,0,1,0,0,0,0,0,2,Below 3 years,0.6228489,859.7806601762773,Medium Risk,Offer technical support
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,Yes,1,1,0,1,0,0,0,0,3,Below 1 year,0.9042415,71.57071490585804,High Risk - High Value,Priority retention offer
Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.2698676,2081.934072706103,Low Risk,Standard engagement
Male,No,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,No,1,1,0,0,0,0,0,0,2,Below 1 year,0.07928423,9.613212691619992,Low Risk,Standard engagement
Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes,1,1,0,0,1,1,1,1,6,Below 3 years,0.76560736,1722.578272938728,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,Yes,1,1,0,0,0,0,0,0,2,Below 3 years,0.75825584,1436.0986469328404,High Risk - High Value,Priority retention offer
Female,No,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,Yes,0,0,0,1,1,0,1,1,4,oldest Customers,0.23017773,906.3133042559027,Low Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,Yes,1,1,0,1,0,0,1,1,5,Below 1 year,0.88391215,595.0938523560762,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,Yes,1,1,1,0,0,0,1,1,5,Below 1 year,0.8387137,816.2781139165163,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,No,1,1,0,0,1,1,1,1,6,Below 5 years,0.56449443,2588.856134817004,Medium Risk,Promote security service
Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,No,1,1,0,0,0,0,1,1,4,Below 5 years,0.58263206,2004.3999609947205,Medium Risk,Promote security service
Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,1,1,0,0,0,0,1,1,4,Below 1 year,0.8722408,941.0605794668198,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,Yes,1,1,0,0,1,0,1,1,5,Below 3 years,0.87688315,1318.876100474596,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,Yes,1,0,0,0,1,0,1,1,4,Below 3 years,0.4367149,487.0026069283486,Medium Risk,Promote security service
Male,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,No,1,1,0,0,0,0,0,0,2,oldest Customers,0.06494064,108.59048923663795,Low Risk,Standard engagement
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.9,57.4,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.4513038,25.90483868718147,Medium Risk,Promote long-term contract
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes,1,1,0,0,0,0,1,1,4,Below 1 year,0.9237023,161.46316196918488,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,No,1,1,0,0,0,0,0,0,2,oldest Customers,0.05014306,82.32487482950091,Low Risk,Standard engagement
Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,Yes,1,1,0,0,0,0,0,0,2,Below 3 years,0.5421635,947.6204581797123,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.89950913,68.36269402503967,High Risk - High Value,Priority retention offer
Female,No,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,36.25,374.0,No,0,0,0,1,0,1,0,0,2,Below 1 year,0.4396611,164.43324601650238,Medium Risk,Promote security service
Female,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,1,0,1,0,0,0,0,0,2,Below 3 years,0.39202616,413.4307843148708,Low Risk,Offer technical support
Male,Yes,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,Yes,1,0,0,0,0,0,0,0,1,Below 3 years,0.64522576,497.21097321510314,Medium Risk,Promote security service
Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,Yes,1,1,0,0,1,0,0,0,3,Below 3 years,0.766754,1128.4701576679945,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,1931.75,Yes,1,1,0,1,0,0,1,1,5,Below 3 years,0.83414805,1611.3654943406582,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,Yes,1,1,1,0,0,0,1,1,5,Below 3 years,0.8072388,1691.1653220653534,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7245.9,No,1,1,0,1,1,1,1,1,7,oldest Customers,0.22234888,1611.117776750028,Low Risk,Promote security service
Female,No,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,No,0,0,1,1,0,1,0,0,3,Below 3 years,0.14446169,102.84950117766857,Low Risk,Standard engagement
Female,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No,1,0,1,1,0,1,1,0,5,oldest Customers,0.1723204,1058.1937019839884,Low Risk,Standard engagement
Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1423.65,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.043420836,61.81607364043594,Low Risk,Standard engagement
Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,No,1,1,0,1,1,1,1,1,7,oldest Customers,0.16530932,1319.5816856995225,Low Risk,Promote security service
Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8586752,38.89798573851585,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,No,1,1,1,0,1,0,1,1,6,Below 5 years,0.43148,2257.891642194986,Medium Risk,Offer technical support
Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,1167.6,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.048034746,56.0853696629405,Low Risk,Standard engagement
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,Yes,1,1,0,0,0,0,1,0,3,Below 1 year,0.8674899,135.63204185664654,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,No,1,1,1,0,1,1,1,1,7,oldest Customers,0.10768701,659.7014002993703,Low Risk,Standard engagement
Male,No,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,No,1,0,0,1,1,1,1,1,6,Below 5 years,0.077231616,291.2790389209986,Low Risk,Promote security service
Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,1,0,0,0,0,0,0,1,2,Below 1 year,0.8674483,138.27125428915025,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.08977677,761.1005169287324,Low Risk,Standard engagement
Male,Yes,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,Yes,0,0,1,0,0,0,0,1,2,Below 3 years,0.4785488,421.2186493456364,Medium Risk,Offer technical support
Female,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,No,1,0,1,0,1,0,1,1,5,Below 5 years,0.07919106,257.7154224470258,Low Risk,Offer technical support
Female,Yes,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,Yes,0,0,0,0,0,0,0,0,0,Below 1 year,0.8507803,21.439663767814636,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.2,5401.9,No,1,1,1,1,1,1,1,0,7,oldest Customers,0.064344496,347.58253042995926,Low Risk,Standard engagement
Female,No,No,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,No,1,1,0,1,1,1,1,1,7,Below 5 years,0.28729904,1278.4088898003101,Low Risk,Promote security service
Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No,1,1,1,1,1,1,1,1,8,Below 3 years,0.082256064,180.8235050931573,Low Risk,Standard engagement
Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,Yes,1,1,0,1,1,0,0,0,4,Below 5 years,0.5495519,2181.363850942254,Medium Risk,Promote security service
Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.059761513,63.21871655303984,Low Risk,Standard engagement
Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Yes,0,0,0,0,0,0,0,0,0,Below 1 year,0.7747568,19.059017014503482,High Risk - New Customer,Onboarding intervention
Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No,1,1,1,0,0,0,1,0,4,Below 1 year,0.4206126,304.2501266881824,Medium Risk,Offer technical support
Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Yes,1,1,0,1,1,0,1,1,6,oldest Customers,0.3328009,2570.4542725235224,Low Risk,Promote security service
Female,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes,1,1,1,0,0,0,0,1,4,Below 3 years,0.49880612,496.08762561678884,Medium Risk,Offer technical support
Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,1,1,1,1,1,1,1,0,7,oldest Customers,0.08672339,497.08544715940957,Low Risk,Standard engagement
Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No,0,0,0,0,0,0,0,0,0,Below 3 years,0.25437915,200.46349171996116,Low Risk,Promote security service
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.047525994,49.82862891219557,Low Risk,Standard engagement
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,Yes,1,1,0,1,1,0,1,0,5,Below 5 years,0.563457,2230.9235211610794,Medium Risk,Promote security service
Male,No,No,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,1,1,0,1,1,1,1,1,7,Below 3 years,0.25793582,679.2224000990391,Low Risk,Promote security service
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,Yes,1,1,0,0,0,1,1,1,5,Below 5 years,0.6535264,3555.7719277501105,Medium Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,1,1,0,1,1,1,1,1,7,Below 3 years,0.7252033,1004.2252359986305,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,59.85,Yes,1,1,0,0,0,0,1,0,3,Below 1 year,0.86578774,51.817396509647374,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.90464145,63.23443731665612,High Risk - New Customer,Onboarding intervention
Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,Yes,1,1,0,0,1,1,1,1,6,Below 5 years,0.52118975,2195.954829964042,Medium Risk,Promote security service
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.40680125,15.78388863801956,Medium Risk,Promote long-term contract
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,1,0,0,0,0,0,1,0,2,Below 1 year,0.7925599,308.7813455104828,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,1,0,1,0,1,0,0,1,4,Below 1 year,0.73317224,332.97017183005806,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,1,0,1,1,1,1,0,1,6,Below 1 year,0.7516933,426.54836782515054,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,Yes,1,1,1,0,0,0,1,1,5,Below 3 years,0.8042624,1401.7891495108604,High Risk - High Value,Priority retention offer
Female,No,No,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,24.7,No,0,0,0,0,0,0,0,0,0,Below 1 year,0.6870248,16.96951187252998,Medium Risk,Promote security service
Male,No,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,184.05,No,1,1,0,0,0,0,0,0,2,Below 1 year,0.2905518,53.476060898602015,Low Risk,Promote long-term contract
Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,1,1,0,1,1,0,0,0,4,Below 3 years,0.8335707,882.4179628849029,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,Yes,1,1,0,0,0,0,1,1,4,oldest Customers,0.2690132,1771.5460517928004,Low Risk,Promote security service
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,340.35,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.26067352,88.72023353576661,Low Risk,Promote long-term contract
Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,No,1,0,0,0,0,0,0,1,2,Below 1 year,0.835454,600.3154624462127,High Risk - High Value,Priority retention offer
Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.7,4541.2,Yes,1,1,1,1,1,0,1,0,6,Below 5 years,0.6838389,3105.4492304086684,Medium Risk,Offer technical support
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No,1,1,0,0,0,0,0,0,2,Below 1 year,0.7268935,460.7414352089167,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.087657966,109.74777308106422,Low Risk,Standard engagement
Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Yes,1,1,0,1,0,0,1,0,4,Below 5 years,0.5130469,2060.8325218051673,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,Yes,1,1,1,1,0,1,0,0,5,Below 3 years,0.14329529,299.30803298950195,Low Risk,Standard engagement
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.12386106,15.996655840426683,Low Risk,Standard engagement
Female,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,No,0,0,1,0,0,0,1,1,3,Below 5 years,0.37912747,884.8266520187258,Low Risk,Offer technical support
Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514.0,Yes,1,1,0,0,1,0,1,1,5,Below 1 year,0.89981383,462.5043090581894,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,1,0,0,0,0,0,0,1,2,Below 3 years,0.63464874,843.5751055955888,Medium Risk,Promote security service
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,Yes,1,1,0,0,0,1,1,1,5,Below 3 years,0.64663845,1187.3898593336344,Medium Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,Yes,1,1,0,0,0,0,0,1,3,Below 5 years,0.7514145,2304.7384863853454,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0,No,1,1,0,1,1,0,0,1,5,Below 3 years,0.7412669,2291.997274160385,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No,1,1,0,1,1,0,1,1,6,Below 5 years,0.5599941,3312.0291140556333,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,Yes,1,1,0,1,0,0,1,1,5,Below 3 years,0.8091493,2414.3397556185723,High Risk - High Value,Priority retention offer
Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.9077792,63.31760036945343,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,Yes,1,0,0,0,0,0,1,1,3,Below 1 year,0.88547754,403.15792527198795,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,0,0,1,0,0,0,1,3,Below 1 year,0.8074845,385.6142265856266,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,Yes,1,1,1,1,1,1,1,1,8,oldest Customers,0.2219554,1720.6648759916425,Low Risk,Standard engagement
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,1,1,0,1,1,0,1,1,6,Below 5 years,0.7468155,3941.804245278239,High Risk - High Value,Priority retention offer
